,1.6 V,,1.65 V,,1.7 V,,1.75 V,,1.8 V,,1.85 V,,1.9 V,,1.95 V
8.64334,52.49602,8.7018,74.12134,8.73844,123.89324,8.64334,236.81937,8.64334,398.82698,8.7018,541.61144,8.64334,888.77189,8.64334,1204.73324
8.64735,51.96116,8.70541,73.42397,8.74184,122.98721,8.64735,234.97039,8.64735,396.04558,8.70541,538.06684,8.64735,883.43966,8.64735,1200.08706
8.65135,51.43007,8.70901,72.73104,8.74525,122.08674,8.65135,233.13557,8.65135,393.28345,8.70901,534.54484,8.65135,878.13789,8.65135,1195.4586
8.65536,50.90275,8.71261,72.04252,8.74865,121.1918,8.65536,231.31479,8.65536,390.54047,8.71261,531.04533,8.65536,872.86649,8.65536,1190.84783
8.65936,50.37915,8.71622,71.35838,8.75205,120.30235,8.65936,229.50795,8.65936,387.8165,8.71622,527.5682,8.65936,867.62538,8.65936,1186.25473
8.66336,49.85926,8.71982,70.6786,8.75546,119.41837,8.66336,227.71494,8.66336,385.11142,8.71982,524.11331,8.66336,862.41449,8.66336,1181.67925
8.66737,49.34304,8.72342,70.00314,8.75886,118.53981,8.66737,225.93565,8.66737,382.42508,8.72342,520.68056,8.66737,857.23373,8.66737,1177.12138
8.67137,48.83048,8.72703,69.33199,8.76226,117.66665,8.67137,224.16999,8.67137,379.75737,8.72703,517.26982,8.67137,852.08301,8.67137,1172.58108
8.67538,48.32154,8.73063,68.66511,8.76567,116.79885,8.67538,222.41784,8.67538,377.10816,8.73063,513.88097,8.67538,846.96224,8.67538,1168.0583
8.67938,47.81621,8.73423,68.00247,8.76907,115.93638,8.67938,220.67911,8.67938,374.47731,8.73423,510.51389,8.67938,841.87131,8.67938,1163.55301
8.68338,47.31444,8.73784,67.34406,8.77247,115.0792,8.68338,218.95369,8.68338,371.86471,8.73784,507.16847,8.68338,836.81013,8.68338,1159.06517
8.68739,46.81623,8.74144,66.68983,8.77588,114.22729,8.68739,217.24147,8.68739,369.27022,8.74144,503.84458,8.68739,831.77859,8.68739,1154.59473
8.69139,46.32154,8.74505,66.03977,8.77928,113.38061,8.69139,215.54236,8.69139,366.69372,8.74505,500.5421,8.69139,826.77659,8.69139,1150.14166
8.6954,45.83035,8.74865,65.39385,8.78268,112.53913,8.6954,213.85627,8.6954,364.13509,8.74865,497.26091,8.6954,821.80402,8.6954,1145.70589
8.6994,45.34264,8.75225,64.75204,8.78609,111.70282,8.6994,212.18308,8.6994,361.5942,8.75225,494.00089,8.6994,816.86077,8.6994,1141.28739
8.7,45.26978,8.75586,64.11432,8.78949,110.87164,8.7,211.9332,8.7,361.21459,8.75586,490.76193,8.7,816.1218,8.7,1140.6261
8.7034,44.85838,8.75946,63.48066,8.79289,110.04557,8.7034,210.52269,8.7034,359.07093,8.75946,487.5439,8.7034,811.94671,8.7034,1136.8861
8.70741,44.37754,8.76306,62.85103,8.7963,109.22457,8.70741,208.87502,8.70741,356.56516,8.76306,484.34668,8.70741,807.06173,8.70741,1132.50198
8.71141,43.9001,8.76667,62.22541,8.7997,108.40861,8.71141,207.23997,8.71141,354.07677,8.76667,481.17015,8.71141,802.20572,8.71141,1128.13497
8.71542,43.42604,8.77027,61.60377,8.8031,107.59766,8.71542,205.61743,8.71542,351.60564,8.77027,478.01419,8.71542,797.37856,8.71542,1123.78502
8.71942,42.95533,8.77387,60.98609,8.80651,106.79169,8.71942,204.00731,8.71942,349.15165,8.77387,474.87868,8.71942,792.58011,8.71942,1119.45207
8.72342,42.48795,8.77748,60.37235,8.80991,105.99067,8.72342,202.40952,8.72342,346.71468,8.77748,471.76351,8.72342,787.81025,8.72342,1115.13608
8.72743,42.02388,8.78108,59.76251,8.81331,105.19457,8.72743,200.82397,8.72743,344.29461,8.78108,468.66855,8.72743,783.06886,8.72743,1110.83698
8.73143,41.5631,8.78468,59.15655,8.81672,104.40335,8.73143,199.25055,8.73143,341.89133,8.78468,465.59368,8.73143,778.35581,8.73143,1106.55472
8.73544,41.10557,8.78829,58.55445,8.82012,103.617,8.73544,197.68918,8.73544,339.50472,8.78829,462.53879,8.73544,773.67096,8.73544,1102.28924
8.73944,40.65127,8.79189,57.95618,8.82352,102.83547,8.73944,196.13976,8.73944,337.13466,8.79189,459.50376,8.73944,769.01419,8.73944,1098.04049
8.74344,40.2002,8.7955,57.36173,8.82693,102.05874,8.74344,194.6022,8.74344,334.78105,8.7955,456.48847,8.74344,764.38537,8.74344,1093.8084
8.74745,39.75231,8.7991,56.77106,8.83033,101.28679,8.74745,193.07642,8.74745,332.44376,8.7991,453.49279,8.74745,759.78435,8.74745,1089.59292
8.75145,39.30759,8.8027,56.18414,8.83373,100.51957,8.75145,191.56232,8.75145,330.12268,8.8027,450.51662,8.75145,755.21101,8.75145,1085.39399
8.75546,38.86602,8.80631,55.60097,8.83714,99.75706,8.75546,190.05981,8.75546,327.81771,8.80631,447.55984,8.75546,750.66521,8.75546,1081.21156
8.75946,38.42757,8.80991,55.02151,8.84054,98.99924,8.75946,188.5688,8.75946,325.52873,8.80991,444.62233,8.75946,746.14681,8.75946,1077.04555
8.76346,37.99222,8.81351,54.44573,8.84394,98.24607,8.76346,187.08921,8.76346,323.25562,8.81351,441.70396,8.76346,741.65568,8.76346,1072.89592
8.76747,37.55995,8.81712,53.87363,8.84735,97.49753,8.76747,185.62094,8.76747,320.99829,8.81712,438.80463,8.76747,737.19167,8.76747,1068.7626
8.77147,37.13074,8.82072,53.30516,8.85075,96.75358,8.77147,184.16392,8.77147,318.75661,8.82072,435.92422,8.77147,732.75465,8.77147,1064.64554
8.77548,36.70456,8.82432,52.74031,8.85415,96.0142,8.77548,182.71805,8.77548,316.53049,8.82432,433.06262,8.77548,728.34447,8.77548,1060.54466
8.77948,36.2814,8.82793,52.17906,8.85756,95.27936,8.77948,181.28326,8.77948,314.31981,8.82793,430.2197,8.77948,723.96101,8.77948,1056.45992
8.78348,35.86124,8.83153,51.62139,8.86096,94.54903,8.78348,179.85944,8.78348,312.12447,8.83153,427.39536,8.78348,719.60411,8.78348,1052.39126
8.78749,35.44404,8.83514,51.06726,8.86436,93.82319,8.78749,178.44653,8.78749,309.94436,8.83514,424.58948,8.78749,715.27363,8.78749,1048.3386
8.79149,35.0298,8.83874,50.51666,8.86777,93.1018,8.79149,177.04444,8.79149,307.77937,8.83874,421.80194,8.79149,710.96945,8.79149,1044.3019
8.7955,34.61849,8.84234,49.96957,8.87117,92.38484,8.7955,175.65308,8.7955,305.62941,8.84234,419.03264,8.7955,706.6914,8.7955,1040.28109
8.7995,34.21008,8.84595,49.42596,8.87457,91.67229,8.7995,174.27237,8.7995,303.49436,8.84595,416.28145,8.7995,702.43936,8.7995,1036.27611
8.8035,33.80457,8.84955,48.88581,8.87798,90.96411,8.8035,172.90224,8.8035,301.37412,8.84955,413.54827,8.8035,698.21317,8.8035,1032.2869
8.80751,33.40192,8.85315,48.3491,8.88138,90.26028,8.80751,171.54259,8.80751,299.2686,8.85315,410.83299,8.80751,694.01271,8.80751,1028.31341
8.81151,33.00212,8.85676,47.8158,8.88478,89.56077,8.81151,170.19336,8.81151,297.17768,8.85676,408.13548,8.81151,689.83782,8.81151,1024.35556
8.81552,32.60515,8.86036,47.28591,8.88819,88.86556,8.81552,168.85445,8.81552,295.10127,8.86036,405.45565,8.81552,685.68836,8.81552,1020.4133
8.81952,32.21099,8.86396,46.75938,8.89159,88.17462,8.81952,167.5258,8.81952,293.03927,8.86396,402.79338,8.81952,681.56419,8.81952,1016.48658
8.82352,31.81962,8.86757,46.23621,8.89499,87.48792,8.82352,166.20732,8.82352,290.99157,8.86757,400.14855,8.82352,677.46518,8.82352,1012.57533
8.82753,31.43101,8.87117,45.71637,8.8984,86.80543,8.82753,164.89893,8.82753,288.95808,8.87117,397.52107,8.82753,673.39117,8.82753,1008.67948
8.83153,31.04516,8.87477,45.19984,8.9,86.48572,8.83153,163.60056,8.83153,286.9387,8.87477,394.91082,8.83153,669.34204,8.83153,1004.79899
8.83554,30.66203,8.87838,44.68659,8.9018,86.12714,8.83554,162.31214,8.83554,284.93333,8.87838,392.31769,8.83554,665.31762,8.83554,1000.93379
8.83954,30.28162,8.88198,44.17662,8.90521,85.45301,8.83954,161.03357,8.83954,282.94188,8.88198,389.74157,8.83954,661.31779,8.83954,997.08383
8.84354,29.90389,8.88559,43.66989,8.90861,84.78303,8.84354,159.7648,8.84354,280.96424,8.88559,387.18236,8.84354,657.34241,8.84354,993.24904
8.84755,29.52884,8.88919,43.16638,8.91201,84.11715,8.84755,158.50574,8.84755,279.00033,8.88919,384.63995,8.84755,653.39132,8.84755,989.42936
8.85155,29.15644,8.89279,42.66609,8.91542,83.45537,8.85155,157.25632,8.85155,277.05004,8.89279,382.11423,8.85155,649.4644,8.85155,985.62474
8.85556,28.78667,8.8964,42.16897,8.91882,82.79765,8.85556,156.01646,8.85556,275.11328,8.8964,379.6051,8.85556,645.5615,8.85556,981.83511
8.85956,28.41952,8.9,41.67502,8.92222,82.14396,8.85956,154.7861,8.85956,273.18996,8.9,377.11245,8.85956,641.68249,8.85956,978.06042
8.86356,28.05497,8.9036,41.18422,8.92563,81.49429,8.86356,153.56516,8.86356,271.27999,8.9036,374.63617,8.86356,637.82722,8.86356,974.30061
8.86757,27.693,8.90721,40.69654,8.92903,80.84861,8.86757,152.35357,8.86757,269.38327,8.90721,372.17616,8.86757,633.99555,8.86757,970.55563
8.87157,27.33358,8.91081,40.21197,8.93243,80.2069,8.87157,151.15125,8.87157,267.49971,8.91081,369.73232,8.87157,630.18735,8.87157,966.8254
8.87558,26.97671,8.91441,39.73048,8.93584,79.56913,8.87558,149.95814,8.87558,265.62922,8.91441,367.30454,8.87558,626.40248,8.87558,963.10989
8.87958,26.62236,8.91802,39.25206,8.93924,78.93527,8.87958,148.77417,8.87958,263.77171,8.91802,364.89272,8.87958,622.6408,8.87958,959.40902
8.88358,26.27052,8.92162,38.77668,8.94264,78.3053,8.88358,147.59925,8.88358,261.92708,8.92162,362.49676,8.88358,618.90218,8.88358,955.72274
8.88759,25.92117,8.92523,38.30433,8.94605,77.67921,8.88759,146.43334,8.88759,260.09526,8.92523,360.11656,8.88759,615.18647,8.88759,952.05099
8.89159,25.57429,8.92883,37.83499,8.94945,77.05696,8.89159,145.27635,8.89159,258.27615,8.92883,357.752,8.89159,611.49354,8.89159,948.39372
8.8956,25.22987,8.93243,37.36863,8.95285,76.43852,8.8956,144.12822,8.8956,256.46965,8.93243,355.403,8.8956,607.82326,8.8956,944.75087
8.8996,24.88788,8.93604,36.90525,8.95626,75.82389,8.8996,142.98888,8.8996,254.6757,8.93604,353.06946,8.8996,604.1755,8.8996,941.12239
8.9,24.85381,8.93964,36.44481,8.95966,75.21303,8.9,142.87543,8.9,254.49699,8.93964,350.75127,8.9,603.81195,8.9,940.76032
8.9036,24.54831,8.94324,35.9873,8.96306,74.60592,8.9036,141.85826,8.9036,252.89419,8.94324,348.44833,8.9036,600.55011,8.9036,937.5082
8.90761,24.21114,8.94685,35.53271,8.96647,74.00254,8.90761,140.7363,8.90761,251.12504,8.94685,346.16055,8.90761,596.94696,8.90761,933.90827
8.91161,23.87635,8.95045,35.08101,8.96987,73.40287,8.91161,139.62293,8.91161,249.36817,8.95045,343.88783,8.91161,593.36593,8.91161,930.32254
8.91562,23.54394,8.95405,34.63219,8.97327,72.80687,8.91562,138.51809,8.91562,247.62349,8.95405,341.63006,8.91562,589.80687,8.91562,926.75094
8.91962,23.21388,8.95766,34.18623,8.97668,72.21454,8.91962,137.4217,8.91962,245.89091,8.95766,339.38716,8.91962,586.26966,8.91962,923.19342
8.92362,22.88615,8.96126,33.7431,8.98008,71.62585,8.92362,136.33371,8.92362,244.17036,8.96126,337.15903,8.92362,582.75417,8.92362,919.64993
8.92763,22.56074,8.96486,33.3028,8.98348,71.04076,8.92763,135.25405,8.92763,242.46174,8.96486,334.94557,8.92763,579.26026,8.92763,916.12042
8.93163,22.23763,8.96847,32.8653,8.98689,70.45928,8.93163,134.18265,8.93163,240.76498,8.96847,332.74668,8.93163,575.7878,8.93163,912.60482
8.93564,21.9168,8.97207,32.43058,8.99029,69.88136,8.93564,133.11946,8.93564,239.08,8.97207,330.56228,8.93564,572.33667,8.93564,909.10308
8.93964,21.59825,8.97568,31.99863,8.99369,69.30699,8.93964,132.06441,8.93964,237.4067,8.97568,328.39226,8.93964,568.90674,8.93964,905.61515
8.94364,21.28195,8.97928,31.56943,8.9971,68.73615,8.94364,131.01744,8.94364,235.74502,8.97928,326.23654,8.94364,565.49787,8.94364,902.14097
8.94765,20.96789,8.98288,31.14297,9.0005,68.16881,8.94765,129.97848,8.94765,234.09487,8.98288,324.09502,8.94765,562.10994,8.94765,898.68049
8.95165,20.65605,8.98649,30.71922,9.0039,67.60496,8.95165,128.94747,8.95165,232.45616,8.98649,321.96761,8.95165,558.74283,8.95165,895.23366
8.95566,20.34641,8.99009,30.29816,9.00731,67.04457,8.95566,127.92437,8.95566,230.82883,8.99009,319.85421,8.95566,555.39641,8.95566,891.80042
8.95966,20.03897,8.99369,29.87979,9.01071,66.48762,8.95966,126.90909,8.95966,229.21279,8.99369,317.75474,8.95966,552.07054,8.95966,888.38071
8.96366,19.7337,8.9973,29.46408,9.01411,65.93409,8.96366,125.90159,8.96366,227.60796,8.9973,315.6691,8.96366,548.76512,8.96366,884.97449
8.96767,19.43059,9.0009,29.05102,9.01752,65.38396,8.96767,124.9018,8.96767,226.01427,9.0009,313.59721,8.96767,545.48001,8.96767,881.58171
8.97167,19.12962,9.0045,28.64059,9.02092,64.83721,8.97167,123.90967,8.97167,224.43163,9.0045,311.53897,8.97167,542.21508,8.97167,878.2023
8.97568,18.83078,9.00811,28.23277,9.02432,64.29381,8.97568,122.92513,8.97568,222.85998,9.00811,309.49429,8.97568,538.97023,8.97568,874.83621
8.97968,18.53406,9.01171,27.82755,9.02773,63.75376,8.97968,121.94813,8.97968,221.29924,9.01171,307.4631,8.97968,535.74532,8.97968,871.4834
8.98368,18.23943,9.01532,27.4249,9.03113,63.21701,8.98368,120.97861,8.98368,219.74932,9.01532,305.44529,8.98368,532.54023,8.98368,868.14381
8.98769,17.94689,9.01892,27.02482,9.03453,62.68357,8.98769,120.01651,8.98769,218.21016,9.01892,303.44078,8.98769,529.35484,8.98769,864.81739
8.99169,17.65642,9.02252,26.62729,9.03794,62.1534,8.99169,119.06178,8.99169,216.68168,9.02252,301.44948,8.99169,526.18903,8.99169,861.50408
8.9957,17.36801,9.02613,26.23229,9.04134,61.62649,8.9957,118.11436,8.9957,215.1638,9.02613,299.47132,8.9957,523.04269,8.9957,858.20384
8.9997,17.08163,9.02973,25.8398,9.04474,61.10281,8.9997,117.1742,8.9997,213.65646,9.02973,297.50619,8.9997,519.91569,8.9997,854.91661
9.0037,16.79728,9.03333,25.44981,9.04815,60.58234,9.0037,116.24123,9.0037,212.15957,9.03333,295.55402,9.0037,516.80792,9.0037,851.64235
9.00771,16.51494,9.03694,25.06231,9.05155,60.06508,9.00771,115.31541,9.00771,210.67307,9.03694,293.61472,9.00771,513.71925,9.00771,848.38099
9.01171,16.2346,9.04054,24.67727,9.05495,59.55099,9.01171,114.39667,9.01171,209.19689,9.04054,291.68821,9.01171,510.64958,9.01171,845.1325
9.01572,15.95624,9.04414,24.29468,9.05836,59.04005,9.01572,113.48497,9.01572,207.73095,9.04414,289.7744,9.01572,507.59877,9.01572,841.89682
9.01972,15.67985,9.04775,23.91453,9.06176,58.53226,9.01972,112.58025,9.01972,206.27518,9.04775,287.87321,9.01972,504.56673,9.01972,838.67389
9.02372,15.40542,9.05135,23.5368,9.06517,58.02758,9.02372,111.68245,9.02372,204.82951,9.05135,285.98456,9.02372,501.55334,9.02372,835.46367
9.02773,15.13292,9.05495,23.16147,9.06857,57.526,9.02773,110.79153,9.02773,203.39388,9.05495,284.10836,9.02773,498.55847,9.02773,832.26611
9.03173,14.86236,9.05856,22.78854,9.07197,57.0275,9.03173,109.90744,9.03173,201.9682,9.05856,282.24454,9.03173,495.58202,9.03173,829.08117
9.03574,14.59371,9.06216,22.41798,9.07538,56.53206,9.03574,109.03011,9.03574,200.55242,9.06216,280.39301,9.03574,492.62388,9.03574,825.90877
9.03974,14.32696,9.06577,22.04977,9.07878,56.03966,9.03974,108.15949,9.03974,199.14646,9.06577,278.55369,9.03974,489.68393,9.03974,822.74889
9.04374,14.06209,9.06937,21.68391,9.08218,55.55029,9.04374,107.29555,9.04374,197.75026,9.06937,276.7265,9.04374,486.76205,9.04374,819.60147
9.04775,13.7991,9.07297,21.32038,9.08559,55.06392,9.04775,106.43821,9.04775,196.36375,9.07297,274.91136,9.04775,483.85815,9.04775,816.46646
9.05175,13.53797,9.07658,20.95917,9.08899,54.58054,9.05175,105.58745,9.05175,194.98686,9.07658,273.10819,9.05175,480.97211,9.05175,813.34381
9.05576,13.27869,9.08018,20.60025,9.09239,54.10013,9.05576,104.74319,9.05576,193.61952,9.08018,271.31692,9.05576,478.10381,9.05576,810.23348
9.05976,13.02124,9.08378,20.24362,9.0958,53.62267,9.05976,103.9054,9.05976,192.26167,9.08378,269.53746,9.05976,475.25316,9.05976,807.13541
9.06376,12.76561,9.08739,19.88926,9.0992,53.14814,9.06376,103.07403,9.06376,190.91324,9.08739,267.76974,9.06376,472.42004,9.06376,804.04956
9.06777,12.51179,9.09099,19.53716,9.1,53.03691,9.06777,102.24902,9.06777,189.57416,9.09099,266.01368,9.06777,469.60435,9.06777,800.97587
9.07177,12.25977,9.09459,19.1873,9.1026,52.67652,9.07177,101.43032,9.07177,188.24438,9.09459,264.2692,9.07177,466.80597,9.07177,797.9143
9.07578,12.00953,9.0982,18.83966,9.10601,52.2078,9.07578,100.6179,9.07578,186.92383,9.0982,262.53623,9.07578,464.02481,9.07578,794.86481
9.07978,11.76106,9.1,18.66667,9.10941,51.74196,9.07978,99.81169,9.07978,185.61244,9.1,261.67404,9.07978,461.26075,9.07978,791.82734
9.08378,11.51434,9.1018,18.49424,9.11281,51.27898,9.08378,99.01166,9.08378,184.31015,9.1018,260.8147,9.08378,458.5137,9.08378,788.80185
9.08779,11.26937,9.10541,18.15102,9.11622,50.81884,9.08779,98.21776,9.08779,183.01689,9.10541,259.10452,9.08779,455.78354,9.08779,785.78829
9.09179,11.02614,9.10901,17.80998,9.11962,50.36153,9.09179,97.42993,9.09179,181.73261,9.10901,257.40562,9.09179,453.07017,9.09179,782.78662
9.0958,10.78462,9.11261,17.47111,9.12302,49.90702,9.0958,96.64813,9.0958,180.45724,9.11261,255.71793,9.0958,450.3735,9.0958,779.79677
9.0998,10.54482,9.11622,17.1344,9.12643,49.45531,9.0998,95.87232,9.0998,179.19072,9.11622,254.04138,9.0998,447.69341,9.0998,776.81872
9.1,10.53287,9.11982,16.79984,9.12983,49.00637,9.1,95.83369,9.1,179.12763,9.11982,252.37588,9.1,447.55984,9.1,776.67013
9.1038,10.30671,9.12342,16.4674,9.13323,48.56018,9.1038,95.10245,9.1038,177.93299,9.12342,250.72137,9.1038,445.0298,9.1038,773.85241
9.10781,10.07028,9.12703,16.13708,9.13664,48.11674,9.10781,94.33848,9.10781,176.68399,9.12703,249.07778,9.10781,442.38259,9.10781,770.8978
9.11181,9.83553,9.13063,15.80887,9.14004,47.67602,9.11181,93.58035,9.11181,175.44365,9.13063,247.44503,9.11181,439.75165,9.11181,767.95484
9.11582,9.60244,9.13423,15.48274,9.14344,47.238,9.11582,92.82803,9.11582,174.21192,9.13423,245.82306,9.11582,437.1369,9.11582,765.02349
9.11982,9.37099,9.13784,15.15869,9.14685,46.80268,9.11982,92.08147,9.11982,172.98874,9.13784,244.21178,9.11982,434.53823,9.11982,762.10369
9.12382,9.14119,9.14144,14.8367,9.15025,46.37003,9.12382,91.34062,9.12382,171.77404,9.14144,242.61114,9.12382,431.95555,9.12382,759.19541
9.12783,8.91301,9.14505,14.51677,9.15365,45.94003,9.12783,90.60545,9.12783,170.56777,9.14505,241.02106,9.12783,429.38876,9.12783,756.29859
9.13183,8.68644,9.14865,14.19887,9.15706,45.51268,9.13183,89.8759,9.13183,169.36987,9.14865,239.44147,9.13183,426.83775,9.13183,753.4132
9.13584,8.46148,9.15225,13.88299,9.16046,45.08795,9.13584,89.15194,9.13584,168.18029,9.15225,237.8723,9.13584,424.30244,9.13584,750.53918
9.13984,8.2381,9.15586,13.56913,9.16386,44.66583,9.13984,88.43353,9.13984,166.99896,9.15586,236.31348,9.13984,421.78272,9.13984,747.6765
9.14384,8.01631,9.15946,13.25726,9.16727,44.2463,9.14384,87.72061,9.14384,165.82582,9.15946,234.76495,9.14384,419.2785,9.14384,744.82511
9.14785,7.79609,9.16306,12.94738,9.17067,43.82934,9.14785,87.01315,9.14785,164.66083,9.16306,233.22664,9.14785,416.78969,9.14785,741.98495
9.15185,7.57742,9.16667,12.63947,9.17407,43.41495,9.15185,86.31111,9.15185,163.50392,9.16667,231.69848,9.15185,414.31619,9.15185,739.156
9.15586,7.3603,9.17027,12.33352,9.17748,43.0031,9.15586,85.61445,9.15586,162.35503,9.17027,230.1804,9.15586,411.8579,9.15586,736.33821
9.15986,7.14472,9.17387,12.02952,9.18088,42.59378,9.15986,84.92312,9.15986,161.21412,9.17387,228.67234,9.15986,409.41473,9.15986,733.53152
9.16386,6.93066,9.17748,11.72746,9.18428,42.18697,9.16386,84.23708,9.16386,160.08113,9.17748,227.17423,9.16386,406.9866,9.16386,730.73591
9.16787,6.71812,9.18108,11.42731,9.18769,41.78267,9.16787,83.55629,9.16787,158.956,9.18108,225.686,9.16787,404.5734,9.16787,727.95131
9.17187,6.50708,9.18468,11.12908,9.19109,41.38084,9.17187,82.88072,9.17187,157.83867,9.18468,224.2076,9.17187,402.17505,9.17187,725.1777
9.17588,6.29753,9.18829,10.83275,9.19449,40.98148,9.17588,82.21032,9.17588,156.7291,9.18829,222.73895,9.17588,399.79145,9.17588,722.41502
9.17988,6.08946,9.19189,10.5383,9.1979,40.58458,9.17988,81.54505,9.17988,155.62723,9.19189,221.27999,9.17988,397.42251,9.17988,719.66324
9.18388,5.88287,9.1955,10.24573,9.2013,40.19011,9.18388,80.88488,9.18388,154.533,9.1955,219.83065,9.18388,395.06815,9.18388,716.92231
9.18789,5.67774,9.1991,9.95502,9.2047,39.79806,9.18789,80.22976,9.18789,153.44637,9.1991,218.39089,9.18789,392.72827,9.18789,714.19219
9.19189,5.47406,9.2027,9.66617,9.20811,39.40842,9.19189,79.57966,9.19189,152.36727,9.2027,216.96062,9.19189,390.40278,9.19189,711.47283
9.1959,5.27182,9.20631,9.37915,9.21151,39.02118,9.1959,78.93453,9.1959,151.29566,9.20631,215.53979,9.1959,388.0916,9.1959,708.76419
9.1999,5.07101,9.20991,9.09396,9.21491,38.63631,9.1999,78.29434,9.1999,150.23149,9.20991,214.12833,9.1999,385.79463,9.1999,706.06624
9.2039,4.87162,9.21351,8.81058,9.21832,38.2538,9.2039,77.65906,9.2039,149.17471,9.21351,212.72619,9.2039,383.5118,9.2039,703.37892
9.20791,4.67364,9.21712,8.52901,9.22172,37.87365,9.20791,77.02864,9.20791,148.12525,9.21712,211.3333,9.20791,381.24301,9.20791,700.7022
9.21191,4.47706,9.22072,8.24923,9.22513,37.49582,9.21191,76.40304,9.21191,147.08308,9.22072,209.94961,9.21191,378.98818,9.21191,698.03604
9.21592,4.28188,9.22432,7.97123,9.22853,37.12032,9.21592,75.78224,9.21592,146.04814,9.22432,208.57504,9.21592,376.74722,9.21592,695.38039
9.21992,4.08807,9.22793,7.695,9.23193,36.74713,9.21992,75.16619,9.21992,145.02038,9.22793,207.20955,9.21992,374.52004,9.21992,692.73521
9.22392,3.89563,9.23153,7.42053,9.23534,36.37622,9.22392,74.55485,9.22392,143.99975,9.23153,205.85306,9.22392,372.30657,9.22392,690.10046
9.22793,3.70456,9.23514,7.14781,9.23874,36.00759,9.22793,73.9482,9.22793,142.98621,9.23514,204.50553,9.22793,370.10671,9.22793,687.4761
9.23193,3.51484,9.23874,6.87683,9.24214,35.64123,9.23193,73.34619,9.23193,141.97969,9.23874,203.16689,9.23193,367.92038,9.23193,684.86209
9.23594,3.32646,9.24234,6.60757,9.24555,35.27712,9.23594,72.74879,9.23594,140.98017,9.24234,201.83708,9.23594,365.7475,9.23594,682.25839
9.23994,3.13941,9.24595,6.34002,9.24895,34.91524,9.23994,72.15597,9.23994,139.98757,9.24595,200.51605,9.23994,363.588,9.23994,679.66495
9.24394,2.95368,9.24955,6.07418,9.25235,34.55558,9.24394,71.56768,9.24394,139.00187,9.24955,199.20374,9.24394,361.44177,9.24394,677.08174
9.24795,2.76927,9.25315,5.81003,9.25576,34.19814,9.24795,70.9839,9.24795,138.023,9.25315,197.90008,9.24795,359.30875,9.24795,674.50872
9.25195,2.58616,9.25676,5.54756,9.25916,33.84289,9.25195,70.40458,9.25195,137.05093,9.25676,196.60503,9.25195,357.18885,9.25195,671.94584
9.25596,2.40435,9.26036,5.28676,9.26256,33.48982,9.25596,69.82971,9.25596,136.0856,9.26036,195.31853,9.25596,355.08199,9.25596,669.39307
9.25996,2.22383,9.26396,5.02762,9.26597,33.13891,9.25996,69.25923,9.25996,135.12697,9.26396,194.04051,9.25996,352.98809,9.25996,666.85037
9.26396,2.04458,9.26757,4.77013,9.26937,32.79016,9.26396,68.69312,9.26396,134.17499,9.26757,192.77093,9.26396,350.90708,9.26396,664.31769
9.26797,1.8666,9.27117,4.51429,9.27277,32.44356,9.26797,68.13135,9.26797,133.22962,9.27117,191.50973,9.26797,348.83886,9.26797,661.795
9.27197,1.68988,9.27477,4.26007,9.27618,32.09908,9.27197,67.57388,9.27197,132.2908,9.27477,190.25685,9.27197,346.78337,9.27197,659.28225
9.27598,1.51441,9.27838,4.00747,9.27958,31.75672,9.27598,67.02067,9.27598,131.35851,9.27838,189.01223,9.27598,344.74053,9.27598,656.77942
9.27998,1.34018,9.28198,3.75647,9.28298,31.41646,9.27998,66.4717,9.27998,130.43268,9.28198,187.77583,9.27998,342.71025,9.27998,654.28645
9.28398,1.16718,9.28559,3.50708,9.28639,31.07829,9.28398,65.92694,9.28398,129.51327,9.28559,186.54759,9.28398,340.69246,9.28398,651.80331
9.28799,0.9954,9.28919,3.25927,9.28979,30.74219,9.28799,65.38635,9.28799,128.60025,9.28919,185.32746,9.28799,338.68708,9.28799,649.32997
9.29199,0.82485,9.29279,3.01304,9.29319,30.40816,9.29199,64.84989,9.29199,127.69356,9.29279,184.11538,9.29199,336.69404,9.29199,646.86638
9.296,0.65549,9.2964,2.76838,9.2966,30.07618,9.296,64.31754,9.296,126.79316,9.2964,182.91129,9.296,334.71326,9.296,644.4125
9.3,0.48734,9.3,2.52528,9.3,29.74624,9.3,63.78927,9.3,125.89901,9.3,181.71515,9.3,332.74467,9.3,641.9683
