x_new1,y_new1,x_new2,y_new2,x_new3,y_new3,x_new4,y_new4,x_new5,y_new5,x_new6,y_new6,x_new7,y_new7,x_new8,y_new8
5.87257,21.96615847,6.22252,119.6684654,6.38669,165.5029781,5.87257,21.96615847,5.87257,21.96615847,6.21892,118.6633838,5.94464,42.08733367,5.94464,42.08733367
5.87658,22.61312279,6.22613,122.5056563,6.39009,169.3612701,5.87658,22.61312279,5.87658,22.61312279,6.22252,121.4740098,5.94865,43.20890276,5.94865,43.20890276
5.88058,23.27743853,6.22973,125.3824336,6.39349,173.2722059,5.88058,23.27743853,5.88058,23.27743853,6.22613,124.3296541,5.95265,44.35350039,5.95265,44.35350039
5.88458,23.95661957,6.23333,128.3025543,6.3969,177.2426677,5.88458,23.95661957,5.88458,23.95661957,6.22973,127.225435,5.95666,45.52294209,5.95666,45.52294209
5.88859,24.65249629,6.23694,131.2715402,6.4003,181.2709288,5.88859,24.65249629,5.88859,24.65249629,6.23333,130.1666321,5.96066,46.71087003,5.96066,46.71087003
5.89259,25.36572837,6.24054,134.2798217,6.4037,185.3515949,5.89259,25.36572837,5.89259,25.36572837,6.23694,133.1529623,5.96466,47.92482798,5.96466,47.92482798
5.8966,26.09517516,6.24414,137.3321867,6.40711,189.4939401,5.8966,26.09517516,5.8966,26.09517516,6.24054,136.1799359,5.96867,49.16259595,5.96867,49.16259595
5.9,26.64583161,6.24775,140.4135977,6.41051,193.6611653,5.9,26.64583161,5.9,26.64583161,6.24414,139.2325722,5.97267,50.42010498,5.97267,50.42010498
5.9006,26.28946486,6.25135,143.4337727,6.41391,197.7259429,5.9006,26.28946486,5.9006,26.28946486,6.24775,142.2314363,5.97668,51.69884175,5.97668,51.69884175
5.9046,27.04504584,6.25495,146.6148627,6.41732,202.0295941,5.9046,27.04504584,5.9046,27.04504584,6.25135,145.3862304,5.98068,53.01014264,5.98068,53.01014264
5.90861,27.81748752,6.25856,149.8457989,6.42072,206.3913368,5.90861,27.81748752,5.90861,27.81748752,6.25495,148.5869842,5.98468,54.34325877,5.98468,54.34325877
5.91261,28.60765443,6.26216,153.1153406,6.42412,210.8045548,5.91261,28.60765443,5.91261,28.60765443,6.25856,151.8330414,5.98869,55.70690994,5.98869,55.70690994
5.91662,29.41564437,6.26577,156.4354945,6.42753,215.2833564,5.91662,29.41564437,5.91662,29.41564437,6.26216,155.122186,5.99269,57.08970996,5.99269,57.08970996
5.92062,30.24155266,6.26937,159.7953906,6.43093,219.8117865,5.92062,30.24155266,5.92062,30.24155266,6.26577,158.4580607,5.9967,58.50379207,5.9967,58.50379207
5.92462,31.08564196,6.27297,163.2034987,6.43433,224.4021132,5.92462,31.08564196,5.92462,31.08564196,6.26937,161.8381354,6.0007,59.94031841,6.0007,59.94031841
5.92863,31.9480845,6.27658,166.6601334,6.43774,229.0547125,5.92863,31.9480845,5.92863,31.9480845,6.27297,165.2624886,6.0047,61.39928599,6.0047,61.39928599
5.93263,32.82909279,6.28018,170.1563895,6.44114,233.7564519,5.93263,32.82909279,5.93263,32.82909279,6.27658,168.7339229,6.00871,62.89055369,6.00871,62.89055369
5.93664,33.72967333,6.28378,173.7015867,6.44454,238.5223645,5.93664,33.72967333,5.93664,33.72967333,6.28018,172.2500142,6.01271,64.40220732,6.01271,64.40220732
5.94064,34.64652136,6.28739,177.2941071,6.44795,243.3460072,5.94064,34.64652136,5.94064,34.64652136,6.28378,175.8090089,6.01672,65.94465639,6.01672,65.94465639
5.94464,35.58525156,6.29099,180.9285205,6.45135,248.2224331,5.94464,35.58525156,5.94464,35.58525156,6.28739,179.4178066,6.02072,67.51167253,6.02072,67.51167253
5.94865,36.54315519,6.29459,184.6111552,6.45475,253.1622648,5.94865,36.54315519,5.94865,36.54315519,6.29099,183.0702961,6.02472,69.10236418,6.02472,69.10236418
5.95265,37.51772234,6.2982,188.3412579,6.45816,258.1596135,5.95265,37.51772234,5.95265,37.51772234,6.29459,186.7655874,6.02873,70.72465212,6.02873,70.72465212
5.95666,38.74981469,6.3,191.2722676,6.46156,263.0423133,5.95666,38.74981469,5.95666,38.74981469,6.2982,190.4726509,6.03273,72.54250705,6.03273,72.54250705
5.96066,39.74266103,6.3018,193.7222711,6.46496,267.3674408,5.96066,39.74266103,5.96066,39.74266103,6.3,192.9098091,6.03674,74.08272298,6.03674,74.08272298
5.96466,40.51298211,6.30541,197.0616664,6.46837,271.9293805,5.96466,40.51298211,5.96466,40.51298211,6.3018,195.4031462,6.04074,75.46595027,6.04074,75.46595027
5.96867,41.57070548,6.30901,200.934792,6.47177,277.1471053,5.96867,41.57070548,5.96867,41.57070548,6.30541,199.2490933,6.04474,77.19045649,6.04474,77.19045649
5.97267,42.64597075,6.31261,204.8525998,6.47518,282.4249117,5.97267,42.64597075,5.97267,42.64597075,6.30901,203.1348148,6.04875,78.94849573,6.04875,78.94849573
5.97668,43.74173455,6.31622,208.8243974,6.47858,287.7630236,5.97668,43.74173455,5.97668,43.74173455,6.31261,207.0692333,6.05275,80.72659101,6.05275,80.72659101
5.98068,44.85859318,6.31982,212.8323964,6.48198,293.149174,5.98068,44.85859318,5.98068,44.85859318,6.31622,211.0493402,6.05676,82.54051495,6.05676,82.54051495
5.98468,45.99620332,6.32342,216.888087,6.48539,298.6007823,5.98468,45.99620332,5.98468,45.99620332,6.31982,215.071913,6.06076,84.37801388,6.06076,84.37801388
5.98869,47.15360583,6.32703,220.9965515,6.48879,304.110682,5.98869,47.15360583,5.98869,47.15360583,6.32342,219.1416924,6.06476,86.23923827,6.06476,86.23923827
5.99269,48.33253461,6.33063,225.140296,6.49219,309.6673184,5.99269,48.33253461,5.99269,48.33253461,6.32703,223.2568021,6.06877,88.13703982,6.06877,88.13703982
5.9967,49.53345372,6.33423,229.3320019,6.4956,315.2920402,5.9967,49.53345372,5.9967,49.53345372,6.33063,227.4143212,6.07277,90.05511272,6.07277,90.05511272
6.0007,50.75138898,6.33784,233.5739002,6.499,320.9668998,6.0007,50.75138898,6.0007,50.75138898,6.33423,231.6162883,6.07678,92.00765241,6.07678,92.00765241
6.0047,52.27333945,6.34144,236.7499388,6.5,323.6140168,6.0047,52.27333945,6.0047,52.27333945,6.33784,234.7777474,6.08078,93.95231933,6.08078,93.95231933
6.00871,53.65478758,6.34505,240.6116491,6.5024,328.0757098,6.00871,53.65478758,6.00871,53.65478758,6.34144,238.6050062,6.08478,95.93881106,6.08478,95.93881106
6.01271,54.94417772,6.34865,244.961945,6.50581,333.8563675,6.01271,54.94417772,6.01271,54.94417772,6.34505,242.9256767,6.08879,97.9773138,6.08879,97.9773138
6.01672,56.25510546,6.35225,249.3634532,6.50921,339.6990007,6.01672,56.25510546,6.01672,56.25510546,6.34865,247.2915369,6.09279,100.0358464,6.09279,100.0358464
6.02072,57.58350867,6.35586,253.8127168,6.51261,345.5920579,6.02072,57.58350867,6.02072,57.58350867,6.35225,251.6990108,6.0968,102.1294243,6.0968,102.1294243
6.02472,59.02477993,6.35946,258.4493411,6.51602,351.7214606,6.02472,59.02477993,6.02472,59.02477993,6.35586,256.3046066,6.1,103.873561,6.1,103.873561
6.02873,60.75924235,6.36306,263.6034282,6.51942,358.4699281,6.02873,60.75924235,6.02873,60.75924235,6.35946,261.4192417,6.1008,104.4854424,6.1008,104.4854424
6.03273,62.15589649,6.36667,268.2029222,6.52282,364.5502991,6.03273,62.15589649,6.03273,62.15589649,6.36306,265.9754868,6.1048,106.6243912,6.1048,106.6243912
6.03674,63.57750065,6.37027,272.8325175,6.52623,370.6810242,6.03674,63.57750065,6.03674,63.57750065,6.36667,270.5738959,6.10881,108.7938502,6.10881,108.7938502
6.04074,65.01857553,6.37387,277.511431,6.52963,376.8656986,6.04074,65.01857553,6.04074,65.01857553,6.37027,275.2151074,6.11281,110.9896982,6.11281,110.9896982
6.04474,66.47783656,6.37748,282.2375633,6.53303,383.1013774,6.04474,66.47783656,6.04474,66.47783656,6.37387,279.8967188,6.11682,113.2169154,6.11682,113.2169154
6.04875,67.96454729,6.38108,286.9963005,6.53644,389.3908276,6.04875,67.96454729,6.04875,67.96454729,6.37748,284.6236158,6.12082,115.4643771,6.12082,115.4643771
6.05275,69.46937421,6.38468,291.8015329,6.53984,395.7302459,6.05275,69.46937421,6.05275,69.46937421,6.38108,289.3901938,6.12482,117.7430424,6.12482,117.7430424
6.05676,70.99326189,6.38829,296.6538385,6.54324,402.1227443,6.05676,70.99326189,6.05676,70.99326189,6.38468,294.196641,6.12883,120.0487252,6.12883,120.0487252
6.06076,72.54247933,6.39189,301.5356328,6.54665,408.5600051,6.06076,72.54247933,6.06076,72.54247933,6.38829,299.0460506,6.13283,122.3825318,6.13283,122.3825318
6.06476,74.10732585,6.3955,306.4687635,6.55005,415.0478897,6.06476,74.10732585,6.06476,74.10732585,6.39189,303.9325575,6.13684,124.7471409,6.13684,124.7471409
6.06877,75.69932051,6.3991,311.4340392,6.55345,421.5834469,6.06877,75.69932051,6.06877,75.69932051,6.3955,308.8649568,6.14084,127.1309228,6.14084,127.1309228
6.07277,77.30972208,6.4027,316.4394726,6.55686,428.172999,6.07277,77.30972208,6.07277,77.30972208,6.3991,313.830231,6.14484,129.5452906,6.14484,129.5452906
6.07678,78.93818972,6.40631,321.4924905,6.56026,434.8091372,6.07678,78.93818972,6.07678,78.93818972,6.4027,318.8353089,6.14885,131.9861321,6.14885,131.9861321
6.08078,80.59145275,6.40991,326.5741257,6.56366,441.4826299,6.08078,80.59145275,6.08078,80.59145275,6.40631,323.8835851,6.15285,134.4545805,6.15285,134.4545805
6.08478,82.26256397,6.41351,331.6927461,6.56707,448.2093365,6.08478,82.26256397,6.08478,82.26256397,6.40991,328.9611772,6.15686,136.9546442,6.15686,136.9546442
6.08879,83.95376152,6.41712,336.8629323,6.57047,454.9868361,6.08879,83.95376152,6.08879,83.95376152,6.41351,334.082187,6.16086,139.46853,6.16086,139.46853
6.09279,85.66830257,6.42072,342.0570877,6.57387,461.7958808,6.09279,85.66830257,6.09279,85.66830257,6.41712,339.2424637,6.16486,142.01551,6.16486,142.01551
6.0968,87.40130894,6.42432,347.2875097,6.57728,468.6608404,6.0968,87.40130894,6.0968,87.40130894,6.42072,344.4309198,6.16887,144.5886517,6.16887,144.5886517
6.1,88.61018717,6.42793,352.4487805,6.58068,475.344963,6.1,88.61018717,6.1,88.61018717,6.42432,349.5443273,6.17287,147.2383038,6.17287,147.2383038
6.1008,88.2010929,6.43153,357.2681343,6.58408,481.3759478,6.1008,88.2010929,6.1008,88.2010929,6.42793,354.3393363,6.17688,150.0963564,6.17688,150.0963564
6.1048,89.96463392,6.43514,362.6020507,6.58749,488.3401098,6.1048,89.96463392,6.1048,89.96463392,6.43153,359.6226323,6.18088,152.7552577,6.18088,152.7552577
6.10881,91.75314333,6.43874,367.9604936,6.59089,495.3358409,6.10881,91.75314333,6.10881,91.75314333,6.43514,364.9466832,6.18488,155.4366311,6.18488,155.4366311
6.11281,93.55653969,6.44234,373.3523804,6.59429,502.3693985,6.11281,93.55653969,6.11281,93.55653969,6.43874,370.2957087,6.18889,158.1542017,6.18889,158.1542017
6.11682,95.37947436,6.44595,378.7873741,6.5977,509.4565589,6.11682,95.37947436,6.11682,95.37947436,6.44234,375.6788683,6.19289,160.8819777,6.19289,160.8819777
6.12082,97.22334975,6.44955,384.2389879,6.6011,516.5579729,6.12082,97.22334975,6.12082,97.22334975,6.44595,381.0958117,6.1969,163.6491391,6.1969,163.6491391
6.12482,99.08503532,6.45315,389.7293561,6.6045,523.7074207,6.12482,99.08503532,6.12482,99.08503532,6.44955,386.5425637,6.2009,166.4325818,6.2009,166.4325818
6.12883,100.9641785,6.45676,395.2581224,6.60791,530.9045397,6.12883,100.9641785,6.12883,100.9641785,6.45315,392.0184032,6.2049,169.2316146,6.2049,169.2316146
6.13283,102.8637219,6.46036,400.8005842,6.61131,538.1118819,6.13283,102.8637219,6.13283,102.8637219,6.45676,397.525853,6.20891,172.0697076,6.20891,172.0697076
6.13684,104.781374,6.46396,406.3812803,6.61471,545.3705988,6.13684,104.781374,6.13684,104.781374,6.46036,403.0621324,6.21291,174.9168132,6.21291,174.9168132
6.14084,106.7119273,6.46757,411.992417,6.61812,552.6589542,6.14084,106.7119273,6.14084,106.7119273,6.46396,408.61941,6.21692,177.7973485,6.21692,177.7973485
6.14484,108.6660051,6.47117,417.6223249,6.62152,559.9677503,6.14484,108.6660051,6.14484,108.6660051,6.46757,414.2139875,6.22092,180.695536,6.22092,180.695536
6.14885,110.635921,6.47477,423.2851546,6.62492,567.3213672,6.14885,110.635921,6.14885,110.635921,6.47117,419.8317389,6.22492,183.6085131,6.22492,183.6085131
6.15285,112.617701,6.47838,428.976037,6.62833,574.7012619,6.15285,112.617701,6.15285,112.617701,6.47477,425.4677471,6.22893,186.5541806,6.22893,186.5541806
6.15686,114.6234822,6.48198,434.6843793,6.63173,582.1041607,6.15686,114.6234822,6.15686,114.6234822,6.47838,431.1403979,6.23293,189.5097778,6.23293,189.5097778
6.16086,116.6377958,6.48559,440.424278,6.63514,589.5397537,6.16086,116.6377958,6.16086,116.6377958,6.48198,436.824767,6.23694,192.4967419,6.23694,192.4967419
6.16486,118.674403,6.48919,446.1782016,6.63854,596.9896971,6.16486,118.674403,6.16486,118.674403,6.48559,442.5429731,6.24094,195.4988996,6.24094,195.4988996
6.16887,120.7249764,6.49279,451.9613196,6.64194,604.4801532,6.16887,120.7249764,6.16887,120.7249764,6.48919,448.2800068,6.24494,198.5131606,6.24494,198.5131606
6.17287,122.7854679,6.4964,457.768198,6.64535,611.9909212,6.17287,122.7854679,6.17287,122.7854679,6.49279,454.0304066,6.24895,201.5586453,6.24895,201.5586453
6.17688,124.8685689,6.5,463.5877405,6.64875,619.5189016,6.17688,124.8685689,6.17688,124.8685689,6.4964,459.8139443,6.25295,204.6109785,6.25295,204.6109785
6.18088,128.1164273,6.5,465.3898603,6.65215,626.1950521,6.18088,128.1164273,6.18088,128.1164273,6.5,465.3898603,6.25696,208.5243077,6.25696,208.5243077
6.18488,129.0056854,6.5036,470.70893,6.65556,633.6269303,6.18488,129.0056854,6.18488,129.0056854,6.5,466.8493301,6.26096,210.5718967,6.26096,210.5718967
6.18889,123.4046945,6.53243,505.451635,6.65896,646.164214,6.18889,123.4046945,6.18889,123.4046945,6.5036,473.3901187,6.26496,208.0012794,6.26496,208.0012794
6.19289,125.8137941,6.53604,531.4311939,6.66236,680.7466243,6.19289,125.8137941,6.19289,125.8137941,6.50721,497.3529493,6.26897,215.7434802,6.26897,215.7434802
6.1969,127.8660104,6.53964,537.6638017,6.66577,688.4713975,6.1969,127.8660104,6.1969,127.8660104,6.51081,503.1931524,6.27297,218.8192636,6.27297,218.8192636
6.2009,129.9265589,6.54324,543.905329,6.66917,696.1876989,6.2009,129.9265589,6.2009,129.9265589,6.51441,509.0423041,6.27698,221.9272156,6.27698,221.9272156
6.2049,132.0000981,6.54685,550.1683325,6.67257,703.9104306,6.2049,132.0000981,6.2049,132.0000981,6.51802,514.9123296,6.28098,225.0377915,6.28098,225.0377915
6.20891,134.087095,6.55045,556.4338938,6.67598,711.6637165,6.20891,134.087095,6.20891,134.087095,6.52162,520.7828479,6.28498,228.1549084,6.28498,228.1549084
6.21291,136.1842845,6.55405,562.6979381,6.67938,719.3930082,6.21291,136.1842845,6.21291,136.1842845,6.52523,526.6654486,6.28899,231.3040558,6.28899,231.3040558
6.21692,138.2881564,6.55766,568.9973264,6.68278,727.1540775,6.21692,138.2881564,6.21692,138.2881564,6.52883,532.555038,6.29299,234.4437195,6.29299,234.4437195
6.22092,140.4029653,6.56126,575.2783603,6.68619,734.9098555,6.22092,140.4029653,6.22092,140.4029653,6.53243,538.4403229,6.297,237.6155176,6.297,237.6155176
6.22492,142.7038297,6.56486,582.0623526,6.68959,743.2707674,6.22492,142.7038297,6.22492,142.7038297,6.53604,544.8136833,6.3,239.7416537,6.3,239.7416537
6.22893,145.3748032,6.56847,589.8764003,6.69299,752.88912,6.22893,145.3748032,6.22893,145.3748032,6.53964,552.1342166,6.301,239.7237167,6.301,239.7237167
6.23293,147.5171987,6.57207,596.1988037,6.6964,760.6871682,6.23293,147.5171987,6.23293,147.5171987,6.54324,558.056766,6.30501,242.878908,6.30501,242.878908
6.23694,149.6697895,6.57568,602.5421482,6.6998,768.4821528,6.23694,149.6697895,6.23694,149.6697895,6.54685,563.9983975,6.30901,246.0224815,6.30901,246.0224815
6.24094,152.3094262,6.57928,607.0160206,6.7,769.2557205,6.24094,152.3094262,6.24094,152.3094262,6.55045,568.2704063,6.31301,249.1667421,6.31301,249.1667421
6.24494,154.5060608,6.58288,613.2324691,6.7032,776.5572056,6.24494,154.5060608,6.24494,154.5060608,6.55405,574.0980596,6.31702,252.3488717,6.31702,252.3488717
6.24895,156.6828462,6.58649,619.5748817,6.70661,784.303777,6.24895,156.6828462,6.24895,156.6828462,6.55766,580.0383012,6.32102,255.5174407,6.32102,255.5174407
6.3,220.2519659,6.59009,657.0857667,6.71001,837.6680322,6.25295,149.4014357,6.25295,149.4014357,6.56126,613.6719349,6.32503,257.9435445,6.32503,257.9435445
6.301,218.6078914,6.59369,661.6268289,6.71341,842.8363926,6.25696,151.9484428,6.25696,151.9484428,6.56486,617.9894105,6.32903,261.0344205,6.32903,261.0344205
6.30501,221.0345584,6.5973,668.3381128,6.71682,851.2445442,6.26096,153.6230097,6.26096,153.6230097,6.56847,624.2183637,6.33303,263.9147308,6.33303,263.9147308
6.30901,223.4477302,6.6009,675.0308543,6.72022,859.6308692,6.26496,155.2979594,6.26496,155.2979594,6.57207,630.4279509,6.33704,266.8129533,6.33704,266.8129533
6.31301,225.8573397,6.6045,681.7115216,6.72362,868.000417,6.26897,156.9842458,6.26897,156.9842458,6.57568,636.6406185,6.34104,269.6927808,6.34104,269.6927808
6.31702,228.2670818,6.60811,688.4068759,6.72703,876.3893703,6.27297,158.6351538,6.27297,158.6351538,6.57928,642.833925,6.34505,272.5754347,6.34505,272.5754347
6.32102,230.6644174,6.61171,695.0796349,6.73043,884.7503309,6.27698,160.304769,6.27698,160.304769,6.58288,649.0199468,6.34905,275.446001,6.34905,275.446001
6.32503,233.0686482,6.61532,701.7584764,6.73383,893.0996578,6.28098,161.9474008,6.28098,161.9474008,6.58649,655.2107905,6.35305,278.3085428,6.35305,278.3085428
6.32903,233.339979,6.61892,724.4894896,6.77127,982.6102525,6.28498,158.7077532,6.28498,158.7077532,6.59009,675.6439262,6.35706,280.8301331,6.35706,280.8301331
6.33303,235.7138434,6.62252,730.9566003,6.77467,991.2460248,6.28899,160.3727573,6.28899,160.3727573,6.59369,681.635903,6.36106,283.665947,6.36106,283.665947
6.33704,238.0916902,6.62613,737.4087129,6.77808,999.8571601,6.29299,162.0084122,6.29299,162.0084122,6.5973,687.6134597,6.36507,286.5051813,6.36507,286.5051813
6.34104,240.4507743,6.62973,743.834425,6.78148,1008.438218,6.297,163.6590047,6.297,163.6590047,6.6009,693.5640635,6.36907,289.3261899,6.36907,289.3261899
6.34505,243.3564683,6.63333,750.5021284,6.78488,1017.11072,6.3,164.1039638,6.3,164.1039638,6.6045,699.784044,6.37307,292.6495909,6.37307,292.6495909
6.34905,247.3468372,6.63694,757.6378495,6.78829,1025.908872,6.301,162.1772129,6.301,162.1772129,6.60811,706.536075,6.37708,297.0305952,6.37708,297.0305952
6.35305,249.6969251,6.64054,764.0009001,6.79169,1034.40003,6.30501,163.7559777,6.30501,163.7559777,6.61171,712.425598,6.38108,299.8410707,6.38108,299.8410707
6.35706,252.052443,6.64414,770.3247668,6.7951,1042.85643,6.30901,165.3066399,6.30901,165.3066399,6.61532,718.2953381,6.38509,302.6556659,6.38509,302.6556659
6.36106,254.3847481,6.64775,776.6535275,6.7985,1051.27775,6.31301,166.8511234,6.31301,166.8511234,6.61892,724.1333527,6.38909,305.4475472,6.38909,305.4475472
6.36507,256.7137172,6.65135,782.9394598,6.8019,1059.673027,6.31702,168.3905827,6.31702,168.3905827,6.62252,729.9455791,6.39309,308.2186959,6.39309,308.2186959
6.36907,259.0270611,6.65495,789.1691081,6.80531,1067.99994,6.32102,169.9221032,6.32102,169.9221032,6.62613,735.7246776,6.3971,311.0064985,6.3971,311.0064985
6.37307,261.3192327,6.65856,795.404555,6.80871,1076.300247,6.32503,171.4475773,6.32503,171.4475773,6.62973,741.4703372,6.4011,313.7568367,6.4011,313.7568367
6.37708,263.6155735,6.66216,801.5917282,6.81211,1084.56326,6.32903,172.9401343,6.32903,172.9401343,6.63333,747.1864646,6.40511,316.5111524,6.40511,316.5111524
6.38108,265.8918013,6.66577,807.7471882,6.81552,1092.768946,6.33303,174.4374076,6.33303,174.4374076,6.63694,752.874552,6.40911,319.2417837,6.40911,319.2417837
6.38509,268.1595169,6.66937,813.8689001,6.81892,1100.947971,6.33704,175.9218081,6.33704,175.9218081,6.64054,758.5262748,6.41311,321.9472505,6.41311,321.9472505
6.38909,270.405999,6.67297,819.9431147,6.82232,1109.056008,6.34104,177.3904346,6.34104,177.3904346,6.64414,764.1337761,6.41712,324.6666914,6.41712,324.6666914
6.39309,272.6348038,6.67658,825.9861034,6.82573,1117.11576,6.34505,178.8643131,6.34505,178.8643131,6.64775,769.7120974,6.42112,327.3472696,6.42112,327.3472696
6.3971,274.8631177,6.68018,831.9902815,6.82913,1125.137417,6.34905,180.2963514,6.34905,180.2963514,6.65135,775.2502217,6.42513,330.0287048,6.42513,330.0287048
6.4011,277.0694315,6.68378,837.9541141,6.83253,1133.099142,6.35305,181.7301468,6.35305,181.7301468,6.65495,780.7505433,6.42913,332.6856677,6.42913,332.6856677
6.40511,279.2639522,6.68739,843.8835684,6.83594,1141.014942,6.35706,183.1538042,6.35706,183.1538042,6.65856,786.2174797,6.43313,335.3098699,6.43313,335.3098699
6.40911,281.4355435,6.69099,849.7563529,6.83934,1148.856651,6.36106,184.558096,6.36106,184.558096,6.66216,791.6298844,6.43714,337.949068,6.43714,337.949068
6.41311,283.5907694,6.69459,855.5792963,6.84274,1156.631237,6.36507,185.9698769,6.36507,185.9698769,6.66577,797.0148891,6.44114,340.5498372,6.44114,340.5498372
6.41712,285.7370522,6.6982,861.3835963,6.84615,1164.382409,6.36907,187.3315575,6.36907,187.3315575,6.66937,802.3402995,6.44515,343.1419641,6.44515,343.1419641
6.42112,288.5695735,6.7,863.532039,6.84955,1171.856898,6.37307,189.5056519,6.37307,189.5056519,6.67297,807.8047174,6.44915,346.3585792,6.44915,346.3585792
6.42513,291.2401323,6.7018,864.6169368,6.85295,1177.863418,6.37708,191.6602882,6.37708,191.6602882,6.67658,812.3504713,6.45315,349.3093775,6.45315,349.3093775
6.42913,293.1685408,6.70541,869.2860461,6.85636,1184.057066,6.38108,192.9714721,6.38108,192.9714721,6.68018,816.6747653,6.45716,351.6185686,6.45716,351.6185686
6.43313,295.2468659,6.70901,874.8599096,6.85976,1191.579738,6.38509,194.3167129,6.38509,194.3167129,6.68378,821.8526706,6.46116,354.1367949,6.46116,354.1367949
6.43714,297.3244839,6.71261,880.3762786,6.86316,1199.026032,6.38909,195.6232506,6.38909,195.6232506,6.68739,826.9963597,6.46517,356.6519671,6.46517,356.6519671
6.44114,299.3692528,6.71622,885.8662739,6.86657,1206.426937,6.39309,196.9220307,6.39309,196.9220307,6.69099,832.0734869,6.46917,359.1319091,6.46917,359.1319091
6.44515,301.4034711,6.71982,891.2954278,6.86997,1213.763398,6.3971,198.2094255,6.3971,198.2094255,6.69459,837.1105002,6.47317,361.5803111,6.47317,361.5803111
6.44915,303.4135299,6.72342,896.648521,6.87337,1220.984347,6.4011,199.4833103,6.4011,199.4833103,6.6982,842.0986742,6.47718,364.0412938,6.47718,364.0412938
6.45315,304.8293349,6.72703,903.9125979,6.87678,1231.474737,6.40511,199.7469632,6.40511,199.7469632,6.7,844.7873584,6.48118,366.1419677,6.48118,366.1419677
6.45716,306.2428958,6.73063,911.13776,6.88018,1241.930999,6.40911,199.9599463,6.40911,199.9599463,6.7018,847.3679903,6.48519,368.2431264,6.48519,368.2431264
6.46116,308.1907616,6.73423,916.3579694,6.88358,1248.98247,6.41311,201.1763172,6.41311,201.1763172,6.70541,852.1715742,6.48919,370.6177101,6.48919,370.6177101
6.46517,310.1165788,6.73784,921.5514685,6.88699,1256.005254,6.41712,202.3693149,6.41712,202.3693149,6.70901,856.9031102,6.49319,372.9485941,6.49319,372.9485941
6.46917,312.0176702,6.74144,926.6597951,6.89039,1262.910372,6.42112,203.5461012,6.42112,203.5461012,6.71261,861.5768537,6.4972,375.2946334,6.4972,375.2946334
6.47317,314.3709263,6.74505,932.7002437,6.89379,1270.975596,6.42513,205.1148559,6.42513,205.1148559,6.71622,867.1329559,6.5,375.3896683,6.5,375.3896683
6.47718,317.3964609,6.74865,939.9709992,6.8972,1280.647493,6.42913,207.2012034,6.42913,207.2012034,6.71982,873.8538446,6.5012,372.482623,6.5012,372.482623
6.48118,319.2752411,6.75225,944.8610821,6.9,1285.844253,6.43313,208.3835907,6.43313,208.3835907,6.72342,878.3260919,6.50521,374.7326054,6.50521,374.7326054
6.48519,321.2534608,6.75586,949.5085472,6.9006,1285.466138,6.43714,209.7240822,6.43714,209.7240822,6.72703,882.59092,6.50921,377.0065446,6.50921,377.0065446
6.48919,323.063441,6.75946,954.3873179,6.904,1292.018402,6.44114,210.8234134,6.44114,210.8234134,6.73063,887.0433013,6.51321,379.1717754,6.51321,379.1717754
6.49319,324.8409478,6.76306,959.1841339,6.90741,1298.486164,6.44515,211.9204799,6.44515,211.9204799,6.73423,891.4177499,6.51722,381.3246872,6.51722,381.3246872
6.4972,326.6210943,6.76667,963.9552942,6.91081,1304.866533,6.44915,212.9761308,6.44915,212.9761308,6.73784,895.7683161,6.52122,383.4317503,6.52122,383.4317503
6.5,326.426102,6.77027,967.5186011,6.91421,1308.950704,6.45315,215.2958116,6.45315,215.2958116,6.74144,899.1325548,6.52523,386.2727877,6.52523,386.2727877
6.5012,323.670516,6.77387,969.4980797,6.91762,1309.974525,6.45716,219.3603759,6.45716,219.3603759,6.74505,901.2369934,6.52923,390.0604621,6.52923,390.0604621
6.50521,325.3843803,6.77748,974.0734877,6.92102,1316.060613,6.46116,220.4343117,6.46116,220.4343117,6.74865,905.3853951,6.53323,392.1426305,6.53323,392.1426305
6.50921,327.0575395,6.78108,978.5394462,6.92442,1322.024996,6.46517,221.5245157,6.46517,221.5245157,6.75225,909.4541357,6.53724,394.2258105,6.53724,394.2258105
6.51321,328.7260624,6.78468,982.930303,6.92783,1327.901523,6.46917,222.5959016,6.46917,222.5959016,6.75586,913.4781859,6.54124,396.2743914,6.54124,396.2743914
6.51722,330.3748535,6.78829,987.2965795,6.93123,1333.703011,6.47317,223.6223467,6.47317,223.6223467,6.75946,917.4288207,6.54525,398.3038607,6.54525,398.3038607
6.52122,331.9910441,6.79189,991.5681775,6.93463,1339.40148,6.47718,224.6729928,6.47718,224.6729928,6.76306,921.3143306,6.54925,400.295426,6.54925,400.295426
6.52523,333.6074994,6.7955,995.7862141,6.93804,1345.018293,6.48118,225.6821937,6.48118,225.6821937,6.76667,925.1508778,6.55325,402.2582841,6.55325,402.2582841
6.52923,335.1791991,6.7991,999.9105684,6.94144,1350.515908,6.48519,226.701897,6.48519,226.701897,6.77027,928.8978387,6.55726,404.2214056,6.55726,404.2214056
6.53323,336.7433536,6.8027,1003.976946,6.94484,1355.929233,6.48919,227.6960853,6.48919,227.6960853,6.77387,932.5910977,6.56126,406.1483248,6.56126,406.1483248
6.53724,338.2960699,6.80631,1007.975969,6.94825,1361.245991,6.49319,228.661404,6.49319,228.661404,6.77748,936.2218842,6.56527,408.0590593,6.56527,408.0590593
